chrom1,start1,end1,chrom2,start2,end2
chr1,28716168,28716318,chr1,45804362,45804394
chr1,155562953,155562977,chr1,155973837,155973987
chr1,51407595,51407622,chr1,51411531,51411681
chr1,12613319,12613469,chr1,12613460,12613486
chr1,180258489,180258639,chr1,180259572,180259606
chr1,14577154,14577304,chr1,14577328,14577367
chr1,93548262,93548412,chr1,93548918,93548969
chr1,173422327,173422470,chr1,173870374,173870472
chr1,54486457,54486496,chr1,54487738,54487888
chr1,109615999,109616112,chr1,109616112,109616160
chr1,98427943,98428093,chr1,98428506,98428531
chr1,149807597,149807658,chr1,150513439,150513480
chr1,113859163,113859218,chr1,113859723,113859873
chr1,111905480,111905630,chr1,112022749,112022796
chr1,45032198,45032219,chr1,45035403,45035553
chr1,162565863,162566013,chr1,162571344,162571494
chr1,23745568,23745718,chr1,23916877,23916939
chr1,175618407,175618520,chr1,175618731,175618881
chr1,228418155,228418244,chr1,228457736,228457886
chr1,219919719,219919869,chr1,219922711,219922861
chr1,150549853,150549897,chr1,150552453,150552539
chr1,56959046,56959196,chr1,56963142,56963170
chr1,28380971,28381121,chr1,28381935,28382085
chr1,182325921,182326071,chr1,182328246,182328308
chr1,225995446,225995596,chr1,226009003,226009030
chr1,173892928,173893078,chr1,173977020,173977170
chr1,225792016,225792166,chr1,225915938,225915965
chr1,9188652,9188802,chr1,55227553,55227703
chr1,30860085,30860107,chr1,30860381,30860531
chr1,39204516,39204584,chr1,39204681,39204831
chr1,160638929,160638991,chr1,167731203,167731354
chr1,40373631,40373781,chr1,40374273,40374306
chr1,884813,884854,chr1,885358,885508
chr1,22773078,22773228,chr1,22998908,22998957
chr1,219927665,219927706,chr1,220092696,220092846
chr1,168741759,168741882,chr1,176569693,176569728
chr1,219155534,219155684,chr1,219160179,219160229
chr1,190419559,190419659,chr1,192108605,192108657
chr1,38716711,38716861,chr1,38816050,38816119
chr1,201067630,201067674,chr1,201092656,201092806
chr1,213322450,213322600,chr1,213326975,213327115
chr1,66401492,66401642,chr1,66403066,66403091
chr1,203634592,203634655,chr1,203646998,203647148
chr1,235415499,235415649,chr1,235417304,235417374
chr1,15902802,15902952,chr1,15903518,15903607
chr1,111193370,111193520,chr1,117040131,117040173
chr1,181355745,181355769,chr1,181488448,181488598
chr1,235450875,235450942,chr1,235451682,235451794
chr1,166587293,166587423,chr1,167711036,167711186
chr1,223659282,223659307,chr1,223778555,223778705
chr1,87082973,87082999,chr1,87088937,87089087
chr1,66458044,66458194,chr1,66645969,66646119
chr1,93885514,93885664,chr1,93886452,93886602
chr1,54264992,54265142,chr1,54265175,54265223
chr1,173452783,173452830,chr1,173454088,173454128
chr1,191564043,191564193,chr1,191603173,191603323
chr1,157108339,157108413,chr1,157155359,157155407
chr1,207511888,207512038,chr1,246169115,246169191
chr1,114116114,114116174,chr1,114128241,114128391
chr1,172680497,172680647,chr1,172680850,172680888
chr1,108789859,108790009,chr1,108824219,108824256
chr1,180200597,180200747,chr1,180230492,180230535
chr1,39204762,39204912,chr1,39204981,39205037
chr1,35162064,35162214,chr1,35330488,35330524
chr1,28967558,28967708,chr1,28982801,28982843
chr1,166873051,166873201,chr1,166873776,166873797
chr1,241675993,241676016,chr1,241676782,241676932
chr1,43706708,43706858,chr1,43707442,43707467
chr1,95459249,95459326,chr1,95512052,95512105
chr1,201373493,201373559,chr1,201374769,201374919
chr1,111201371,111201400,chr1,111202696,111202837
chr1,203508551,203508701,chr1,203638956,203638978
chr1,180516272,180516422,chr1,180520832,180520855
chr1,116103072,116103125,chr1,116103307,116103457
chr1,23476028,23476178,chr1,23476780,23476826
chr1,11720072,11720183,chr1,11723112,11723169
chr1,167059353,167059395,chr1,167280921,167281071
chr1,20960859,20961009,chr1,20962011,20962041
chr1,92195682,92195832,chr1,106024086,106024146
chr1,204557216,204557242,chr1,204693174,204693242
chr1,39141284,39141434,chr1,39143848,39143998
chr1,191823760,191823823,chr1,191824319,191824469
chr1,45906243,45906275,chr1,45907142,45907292
chr1,12423887,12424037,chr1,12424049,12424069
chr1,111404650,111404755,chr1,111412747,111412794
chr1,241512392,241512494,chr1,241596910,241597061
chr1,187121217,187121250,chr1,187121516,187121553
chr1,174875051,174875201,chr1,174999352,174999385
chr1,36726057,36726080,chr1,36726286,36726436
chr1,40276979,40277130,chr1,40335536,40335687
chr1,31244593,31244743,chr1,31245338,31245372
chr1,108559509,108559659,chr1,108692265,108692295
chr1,102660118,102660169,chr1,102660210,102660347
chr1,3853558,3853616,chr1,5378110,5378182
chr1,150338427,150338554,chr1,150338596,150338746
chr1,226394404,226394432,chr1,226395422,226395572
chr1,45012206,45012242,chr1,45012792,45012893
chr1,117645163,117645223,chr1,117652934,117653084
chr1,179205534,179205558,chr1,179205709,179205859
chr1,205021039,205021062,chr1,205023748,205023898
chr1,97819860,97819895,chr1,97834512,97834662
chr1,174180465,174180615,chr1,174183516,174183536
chr1,28326362,28326512,chr1,28327116,28327170
chr1,22025505,22025533,chr1,22031909,22031965
chr1,24239027,24239177,chr1,24244626,24244725
chr1,227999413,227999518,chr1,228174758,228174789
chr1,220443303,220443453,chr1,220465466,220465489
chr1,178966978,178967122,chr1,178974231,178974256
chr1,69551694,69551747,chr1,69562479,69562629
chr1,167157225,167157355,chr1,167157355,167157376
chr1,161117978,161118059,chr1,161118059,161118145
chr1,227362145,227362295,chr1,227464880,227464901
chr1,176112503,176112653,chr1,176207637,176207686
chr1,61372964,61373114,chr1,61386242,61386265
chr1,28805913,28806063,chr1,30207135,30207280
chr1,116312214,116312269,chr1,116312575,116312725
chr1,78069059,78069209,chr1,85109487,85109507
chr1,84506186,84506275,chr1,84508027,84508177
chr1,56987206,56987281,chr1,56994817,56994872
chr1,29854343,29854493,chr1,29855736,29855764
chr1,167138636,167138783,chr1,167144500,167144650
chr1,100880752,100880783,chr1,101294595,101294699
chr1,99270058,99270208,chr1,99270770,99270795
chr1,43897936,43898086,chr1,43934741,43934891
chr1,28415710,28415729,chr1,28416181,28416331
chr1,236282743,236282767,chr1,236282827,236282933
chr1,44990768,44990918,chr1,45296931,45297071
chr1,27490584,27490619,chr1,27490634,27490746
chr1,6769757,6769907,chr1,6772315,6772431
chr1,246622361,246622511,chr1,246625820,246625850
chr1,52055236,52055289,chr1,52103559,52103706
chr1,22461921,22462071,chr1,22488100,22488230
chr1,206817057,206817130,chr1,206817298,206817448
chr1,229280431,229280472,chr1,229291320,229291470
chr1,38336567,38336604,chr1,38337583,38337696
chr1,26930431,26930581,chr1,26968543,26968693
chr1,174994174,174994324,chr1,174994707,174994744
chr1,35203898,35203991,chr1,35204372,35204409
chr1,64657988,64658042,chr1,65681645,65681795
chr1,167314135,167314269,chr1,167385219,167385369
chr1,221821609,221821632,chr1,222822455,222822605
chr1,52731584,52731656,chr1,52779208,52779358
chr1,33049186,33049336,chr1,33050742,33050807
chr1,54040356,54040476,chr1,54076449,54076590
chr1,17998012,17998162,chr1,18153318,18153406
chr1,69548799,69548936,chr1,69549167,69549317
chr1,65497890,65497963,chr1,65831809,65831834
chr1,160032380,160032530,chr1,160033406,160033443
chr1,180630507,180630657,chr1,180631731,180631758
chr1,89882107,89882127,chr1,89929110,89929156
chr1,180643483,180643633,chr1,180673965,180674115
chr1,147410649,147410673,chr1,147410864,147411014
chr1,95016699,95016749,chr1,95019617,95019767
chr1,52936931,52936976,chr1,52942159,52942309
chr1,7560601,7560751,chr1,7583460,7583610
chr1,224296188,224296233,chr1,224298617,224298767
chr1,225468744,225468871,chr1,225471145,225471174
chr1,117047785,117047935,chr1,117064455,117064493
chr1,25585453,25585603,chr1,25590647,25590682
chr1,205765860,205766010,chr1,205767926,205768064
chr1,36161114,36161153,chr1,36210173,36210323
chr1,167935060,167935210,chr1,167936696,167936720
chr1,19339821,19339971,chr1,19344227,19344246
chr1,9387315,9387465,chr1,9395911,9395959
chr1,86788806,86788825,chr1,88859914,88859953
chr1,6625596,6625623,chr1,7610158,7610308
chr1,226037523,226037564,chr1,226037627,226037777
chr1,85281765,85281802,chr1,86377439,86377571
chr1,166779505,166779655,chr1,167080191,167080251
chr1,4744415,4744507,chr1,20369527,20369565
chr1,235521767,235521828,chr1,235522773,235522923
chr1,167920065,167920215,chr1,167922610,167922636
chr1,53273305,53273455,chr1,53328064,53328085
chr1,100698418,100698568,chr1,100859059,100859081
chr1,233918278,233918322,chr1,233959350,233959436
chr1,93017957,93018107,chr1,93039024,93039174
chr1,156892129,156892153,chr1,156892361,156892511
chr1,153661341,153661366,chr1,153661782,153661834
chr1,201075121,201075271,chr1,201079201,201079351
chr1,206490211,206490325,chr1,206509622,206509752
chr1,115263016,115263054,chr1,115357192,115357342
chr1,23797399,23797549,chr1,23798658,23798689
chr1,155704050,155704200,chr1,155705058,155705208
chr1,112872995,112873087,chr1,113041823,113041973
chr1,185053465,185053607,chr1,185058614,185058764
chr1,35082762,35082850,chr1,35193230,35193272
chr1,116493261,116493298,chr1,116758088,116758238
chr1,100400743,100400893,chr1,100402139,100402205
chr1,24455299,24455449,chr1,174829242,174829297
chr1,197559282,197559432,chr1,197559919,197559950
chr1,61806032,61806168,chr1,61839211,61839361
chr1,35775784,35775934,chr1,35776637,35776689
chr1,181826184,181826334,chr1,181826525,181826546
chr1,27466370,27466520,chr1,27941144,27941179
chr1,1821171,1821203,chr1,1821250,1821400
chr1,211606984,211607065,chr1,211608649,211608799
chr1,93020388,93020540,chr1,93021314,93021464
chr1,222552705,222552855,chr1,222553114,222553151
chr1,77993282,77993432,chr1,78002265,78002285
chr1,225349133,225349180,chr1,225349834,225349984
chr1,3894262,3894412,chr1,3900277,3900307
chr1,15997399,15997429,chr1,15998411,15998443
chr1,14538497,14538587,chr1,14547851,14548001
chr1,18807463,18807581,chr1,18807627,18807678
chr1,54047825,54047975,chr1,54050938,54050979
chr1,203027713,203027863,chr1,203027893,203027920
chr1,229043347,229043497,chr1,229043760,229043794
chr1,236142662,236142808,chr1,236190117,236190264
chr1,167467491,167467511,chr1,167467728,167467878
chr1,13757249,13757362,chr1,40673830,40673979
chr1,94375632,94375782,chr1,94375796,94375834
chr1,66639675,66639695,chr1,66716517,66716667
chr1,2856016,2856166,chr1,2858774,2858924
chr1,164859644,164859794,chr1,164891857,164891885
chr1,77032406,77032431,chr1,77033452,77033602
chr1,165686302,165686357,chr1,165690338,165690413
chr1,225991946,225992096,chr1,225994930,225994973
chr1,238534450,238534599,chr1,238944309,238944459
chr1,176758458,176758608,chr1,211476394,211476420
chr1,185675327,185675375,chr1,185675643,185675725
chr1,15712751,15712796,chr1,15716098,15716158
chr1,206769668,206769690,chr1,206770407,206770502
chr1,28632553,28632586,chr1,29096026,29096176
chr1,52854854,52855003,chr1,166939648,166939676
chr1,186091914,186092064,chr1,205951275,205951299
chr1,235442936,235443086,chr1,235444350,235444500
chr1,15951515,15951535,chr1,15951698,15951848
chr1,39047657,39047806,chr1,39049340,39049490
chr1,176196991,176197066,chr1,224271570,224271625
chr1,16612295,16612324,chr1,16614188,16614289
chr1,45282055,45282205,chr1,45283051,45283182
chr1,50603567,50603706,chr1,50603917,50603951
chr1,179746705,179746825,chr1,179809919,179809985
chr1,54718538,54718688,chr1,78052120,78052160
chr1,149944840,149944915,chr1,150050867,150051016
chr1,178314452,178314494,chr1,178324532,178324682
chr1,228371224,228371374,chr1,228416156,228416306
chr1,206652310,206652368,chr1,206659893,206659938
chr1,105955498,105955640,chr1,105955639,105955675
chr1,54000141,54000164,chr1,54005492,54005612
chr1,66290913,66291048,chr1,66394161,66394311
chr1,52740369,52740387,chr1,52740387,52740499
chr1,11429042,11429147,chr1,11429108,11429223
chr1,91664059,91664148,chr1,91666728,91666878
chr1,230933034,230933092,chr1,230934442,230934460
chr1,70301856,70302002,chr1,70302002,70302022
chr1,69702167,69702303,chr1,69702521,69702671
chr1,46472098,46472212,chr1,46495507,46495548
chr1,11185494,11185569,chr1,11749228,11749283
chr1,11673118,11673141,chr1,11681640,11681672
chr1,161322478,161322501,chr1,161322520,161322670
chr1,91635866,91636016,chr1,91638774,91638806
chr1,37439737,37439887,chr1,53923247,53923382
chr1,27789400,27789550,chr1,27830997,27831029
chr1,103463996,103464043,chr1,106234076,106234107
chr1,201586782,201586932,chr1,201703590,201703658
chr1,93573891,93573969,chr1,93573976,93574126
chr1,27659149,27659299,chr1,28096871,28096898
chr1,183519536,183519686,chr1,183519725,183519750
chr1,204691665,204691699,chr1,204694887,204695012
chr1,21381397,21381440,chr1,201576183,201576333
chr1,53292450,53292476,chr1,53298711,53298861
chr1,17208139,17208180,chr1,17327704,17327851
chr1,23691599,23691749,chr1,23693219,23693369
chr1,234448649,234448799,chr1,234454109,234454143
chr1,111041560,111041702,chr1,111042509,111042551
chr1,77432930,77432964,chr1,77432977,77433127
chr1,177232217,177232338,chr1,177232298,177232422
chr1,115679024,115679076,chr1,117904799,117904949
chr1,40480470,40480618,chr1,40480618,40480688
chr1,114400019,114400169,chr1,114506668,114506688
chr1,238858556,238858579,chr1,238956912,238956960
chr1,151501689,151501747,chr1,151728818,151728968
chr1,236217413,236217447,chr1,236218521,236218654
chr1,110881935,110882085,chr1,110886356,110886506
chr1,172536990,172537140,chr1,172537848,172537998
chr1,174188898,174188953,chr1,174189228,174189378
chr1,119585913,119586063,chr1,119586096,119586128
chr1,196156920,196156976,chr1,196247650,196247800
chr1,167608715,167608865,chr1,167621193,167621258
chr1,154971417,154971551,chr1,154971417,154971502
chr1,194776668,194776816,chr1,194780999,194781149
chr1,114389522,114389666,chr1,114577715,114577865
chr1,31934973,31935001,chr1,31936771,31936794
chr1,165284297,165284318,chr1,165922759,165922787
chr1,95066479,95066629,chr1,95072684,95072704
chr1,20786848,20786899,chr1,20786899,20786966
chr1,147267734,147267872,chr1,147268119,147268269
chr1,30226082,30226232,chr1,30227805,30227831
chr1,207923692,207923786,chr1,207949794,207949841
chr1,9653973,9654010,chr1,9656292,9656442
chr1,206822362,206822512,chr1,206822800,206822821
chr1,207910398,207910457,chr1,207919101,207919242
chr1,46303147,46303178,chr1,46303218,46303242
chr1,230818991,230819136,chr1,230820615,230820653
chr1,207224104,207224127,chr1,207224747,207224892
chr1,155170402,155170552,chr1,155243695,155243723
chr1,213836016,213836166,chr1,213836407,213836461
chr1,111966819,111966840,chr1,112780193,112780343
chr1,32132048,32132174,chr1,32132254,32132369
chr1,3649975,3650055,chr1,3724652,3724802
chr1,111483350,111483500,chr1,150128352,150128502
chr1,112594460,112594610,chr1,112594634,112594702
chr1,45628202,45628352,chr1,51606652,51606789
chr1,21902879,21903029,chr1,21903096,21903130
chr1,213464491,213464514,chr1,213464570,213464711
chr1,116445802,116445847,chr1,116446740,116446826
chr1,234746423,234746573,chr1,234746788,234746824
chr1,31961437,31961521,chr1,32015265,32015311
chr1,16695872,16695993,chr1,16696115,16696234
chr1,21629477,21629539,chr1,21629768,21629918
chr1,39262337,39262487,chr1,39266643,39266673
chr1,155061873,155062023,chr1,155072207,155072239
chr1,169374921,169374946,chr1,169374966,169375116
chr1,168239597,168239747,chr1,168244735,168244789
chr1,86461182,86461227,chr1,86778703,86778853
chr1,201708261,201708348,chr1,201708515,201708665
chr1,117847663,117847813,chr1,117848806,117848956
chr1,174033140,174033184,chr1,174038770,174038920
chr1,6128117,6128136,chr1,6130279,6130429
chr1,210548046,210548099,chr1,231337951,231337977
chr1,204663954,204664104,chr1,204664735,204664789
chr1,244431141,244431164,chr1,244432813,244432963
chr1,46576393,46576422,chr1,46576481,46576631
chr1,29318295,29318445,chr1,29325176,29325275
chr1,31650379,31650465,chr1,31650540,31650573
chr1,89840025,89840052,chr1,89840479,89840629
chr1,232596260,232596410,chr1,232603426,232603576
chr1,49671507,49671657,chr1,49673865,49673899
chr1,116323411,116323476,chr1,116327557,116327707
chr1,207328189,207328339,chr1,207818894,207818932
chr1,157325272,157325315,chr1,157370015,157370080
chr1,160339980,160340016,chr1,160340040,160340190
chr1,45423116,45423166,chr1,45423596,45423746
chr1,184757750,184757900,chr1,185268321,185268471
chr1,65915728,65915857,chr1,65920097,65920118
chr1,186328265,186328415,chr1,186371748,186371852
chr1,101389374,101389419,chr1,101502292,101502442
chr1,192942486,192942636,chr1,192943504,192943539
chr1,93703042,93703062,chr1,93841610,93841760
chr1,192051487,192051633,chr1,192379342,192379492
chr1,157231788,157231938,chr1,157279627,157279777
chr1,30820545,30820695,chr1,30823607,30823757
chr1,206716724,206716861,chr1,207283871,207284021
chr1,42888089,42888110,chr1,42893093,42893243
chr1,162506106,162506162,chr1,162512125,162512275
chr1,66594659,66594809,chr1,66629043,66629063
chr1,20578031,20578091,chr1,20599599,20599749
chr1,245807163,245807313,chr1,245996544,245996575
chr1,158675422,158675450,chr1,158675964,158676114
chr1,233358337,233358371,chr1,233362417,233362567
chr1,206838308,206838458,chr1,206839629,206839779
chr1,182028113,182028263,chr1,182029609,182029648
chr1,117147270,117147420,chr1,117581623,117581745
chr1,45686154,45686304,chr1,46132563,46132621
chr1,21661234,21661366,chr1,21687933,21687957
chr1,232980056,232980148,chr1,234351906,234351936
chr1,32347334,32347480,chr1,32347480,32347547
chr1,220798301,220798327,chr1,220798534,220798558
chr1,148338489,148338639,chr1,148338652,148338682
chr1,168805677,168805738,chr1,168855024,168855174
chr1,109885657,109885788,chr1,109885841,109885904
chr1,57331473,57331623,chr1,57337620,57337745
chr1,191720462,191720499,chr1,191738104,191738237
chr1,211742930,211742988,chr1,211767074,211767102
chr1,180536254,180536391,chr1,180539980,180540130
chr1,17060851,17060997,chr1,17077033,17077183
chr1,62539226,62539258,chr1,62693504,62693654
chr1,37074206,37074356,chr1,37075479,37075525
chr1,224498944,224498963,chr1,224499293,224499389
chr1,15679487,15679637,chr1,15685144,15685189
chr1,36488520,36488543,chr1,36492709,36492859
chr1,109930741,109930810,chr1,109936331,109936481
chr1,180949812,180949953,chr1,180951661,180951756
chr1,197360839,197360887,chr1,197361098,197361248
chr1,58221885,58222035,chr1,58222612,58222634
chr1,52429935,52429972,chr1,52432707,52432800
chr1,94626301,94626451,chr1,95034382,95034407
chr1,153312759,153312799,chr1,153313540,153313690
chr1,212214592,212214612,chr1,212243290,212243439
chr1,8721944,8721996,chr1,8726968,8727019
chr1,84795677,84795827,chr1,84796734,84796803
chr1,31133158,31133230,chr1,31134290,31134441
chr1,169915385,169915422,chr1,169935471,169935621
chr1,50367365,50367515,chr1,51187990,51188134
chr1,221030027,221030177,chr1,221031518,221031668
chr1,160328113,160328263,chr1,160332560,160332606
chr1,109210346,109210390,chr1,109210479,109210629
chr1,11806100,11806132,chr1,11907824,11907936
chr1,207015645,207015795,chr1,207018798,207018820
chr1,65904687,65904710,chr1,65914298,65914448
chr1,85181310,85181460,chr1,85252753,85252903
chr1,172776742,172776892,chr1,172798997,172799040
chr1,119775043,119775193,chr1,119780444,119780474
chr1,145901254,145901275,chr1,145905230,145905380
chr1,35887260,35887317,chr1,36248481,36248631
chr1,231173712,231173862,chr1,231174668,231174818
chr1,246037152,246037299,chr1,246057978,246058128
chr1,162394898,162394971,chr1,162401102,162401130
chr1,234851578,234851619,chr1,234851619,234851661
chr1,86785711,86785861,chr1,86914457,86914526
chr1,80583227,80583377,chr1,80589051,80589090
chr1,155275680,155275723,chr1,155275782,155275932
chr1,215741629,215741779,chr1,215741861,215741884
chr1,26584294,26584394,chr1,26638516,26638664
chr1,21013955,21014105,chr1,21026081,21026159
chr1,208041946,208042096,chr1,208540279,208540297
chr1,212762886,212763036,chr1,212769452,212769593
chr1,207439223,207439264,chr1,207441448,207441598
chr1,202497100,202497250,chr1,202497320,202497378
chr1,119865419,119865552,chr1,119877652,119877678
chr1,207029549,207029699,chr1,207030966,207030987
chr1,195982345,195982495,chr1,195983118,195983149
chr1,114469835,114469985,chr1,114470336,114470381
chr1,186121253,186121275,chr1,186121333,186121483
chr1,87229478,87229565,chr1,87230399,87230549
chr1,221884957,221885107,chr1,222180233,222180382
chr1,170255207,170255357,chr1,170256063,170256213
chr1,172028423,172028522,chr1,172028522,172028553
chr1,202035355,202035505,chr1,202036862,202036882
chr1,167294589,167294740,chr1,167305531,167305562
chr1,69556063,69556112,chr1,69624758,69624793
chr1,212665621,212665643,chr1,212665772,212665922
chr1,172558730,172558880,chr1,172561077,172561116
chr1,184380037,184380172,chr1,184383197,184383242
chr1,64000969,64000993,chr1,64063449,64063483
chr1,32824168,32824227,chr1,35884186,35884256
chr1,206675983,206676007,chr1,206694215,206694365
chr1,109085583,109085733,chr1,109134630,109134675
chr1,150921795,150921847,chr1,150930267,150930347
chr1,111542013,111542059,chr1,111546769,111546919
chr1,8121738,8121768,chr1,8121768,8121868
chr1,35561592,35561742,chr1,35757919,35758069
chr1,15914200,15914226,chr1,15915004,15915154
chr1,23577225,23577376,chr1,23606261,23606297
chr1,167630478,167630628,chr1,185134886,185135036
chr1,168016322,168016470,chr1,168029949,168030016
chr1,8142925,8142949,chr1,8144903,8144930
chr1,33405707,33405858,chr1,33419388,33419419
chr1,26249540,26249688,chr1,26325627,26325663
chr1,92927560,92927610,chr1,230816066,230816116
chr1,66843926,66844076,chr1,66879581,66879726
chr1,53659167,53659317,chr1,56857371,56857415
chr1,112890698,112890758,chr1,112892380,112892530
chr1,33471113,33471263,chr1,33471288,33471423
chr1,70709790,70709940,chr1,74218980,74219130
chr1,16905611,16905761,chr1,16984547,16984697
chr1,51883389,51883539,chr1,51884485,51884635
chr1,153690722,153690872,chr1,153701131,153701187
chr1,95179707,95179732,chr1,95201899,95202049
chr1,87309315,87309334,chr1,87309489,87309639
chr1,62659020,62659170,chr1,64194018,64194047
chr1,244844679,244844704,chr1,244968295,244968445
chr1,182352391,182352541,chr1,182352546,182352582
chr1,246498331,246498481,chr1,246554482,246554632
chr1,168865912,168866056,chr1,168866055,168866089
chr1,109824067,109824126,chr1,109825954,109826104
chr1,211538302,211538347,chr1,211538387,211538537
chr1,230979411,230979561,chr1,230997123,230997143
chr1,226056333,226056483,chr1,226061163,226061313
chr1,32123480,32123611,chr1,32123641,32123792
chr1,74357953,74358001,chr1,74370198,74370348
chr1,151099902,151099922,chr1,151099922,151100035
chr1,75227747,75227775,chr1,75294433,75294583
chr1,92970449,92970599,chr1,92970830,92970880
chr1,152902196,152902224,chr1,152917915,152917969
chr1,185152989,185153139,chr1,185153164,185153193
chr1,38902483,38902633,chr1,38908686,38908836
