chrom1,start1,end1,chrom2,start2,end2
chr3,25201173,25201323,chr3,25201825,25201920
chr3,95693803,95693838,chr3,95698783,95698933
chr3,108230695,108230845,chr3,117004287,117004369
chr3,84858115,84858265,chr3,115925207,115925352
chr3,145926839,145926989,chr3,147843295,147843386
chr3,81058691,81058728,chr3,122314089,122314239
chr3,13532574,13532680,chr3,55032623,55032773
chr3,122563976,122564026,chr3,122593900,122593933
chr3,102936387,102936410,chr3,102937247,102937397
chr3,28371989,28372011,chr3,30496796,30496834
chr3,42214971,42215031,chr3,83562415,83562554
chr3,63691488,63691628,chr3,63823890,63823920
chr3,56608402,56608552,chr3,56637403,56637553
chr3,30796858,30797008,chr3,30802577,30802689
chr3,83672010,83672160,chr3,83684082,83684119
chr3,103740674,103740704,chr3,103741927,103742066
chr3,149131855,149131881,chr3,151228185,151228281
chr3,62713805,62713831,chr3,62716234,62716367
chr3,104214205,104214328,chr3,104214686,104214809
chr3,97200166,97200261,chr3,97296475,97296611
chr3,83763831,83763981,chr3,159841070,159841214
chr3,112882504,112882530,chr3,112986942,112987092
chr3,28860174,28860200,chr3,28860214,28860352
chr3,139963071,139963092,chr3,141126231,141126381
chr3,107517528,107517678,chr3,107522108,107522247
chr3,27386643,27386793,chr3,27744212,27744311
chr3,33405312,33405372,chr3,138852758,138852908
chr3,96604687,96604837,chr3,96606394,96606544
chr3,35408892,35408931,chr3,72883692,72883750
chr3,80141852,80141878,chr3,84795773,84795899
chr3,57388425,57388534,chr3,60914774,60914924
chr3,3114076,3114133,chr3,18888690,18888840
chr3,96435837,96435987,chr3,121834690,121834826
chr3,151924483,151924523,chr3,153021491,153021641
chr3,126598158,126598196,chr3,126658804,126658954
chr3,30874398,30874529,chr3,30874572,30874691
chr3,136764546,136764613,chr3,136838221,136838329
chr3,9794604,9794640,chr3,79269564,79269631
chr3,139803367,139803475,chr3,143645674,143645814
chr3,60593692,60593842,chr3,60598576,60598619
chr3,62751345,62751495,chr3,65180663,65180698
chr3,145325387,145325406,chr3,156637272,156637422
chr3,75916298,75916330,chr3,75916361,75916496
chr3,153840504,153840654,chr3,158456046,158456098
chr3,38458324,38458474,chr3,38461076,38461226
chr3,35353918,35353981,chr3,64904841,64904885
chr3,68755557,68755707,chr3,108911591,108911688
chr3,103489690,103489713,chr3,104536443,104536511
chr3,135225595,135225633,chr3,138331019,138331169
chr3,49528068,49528089,chr3,55011454,55011604
chr3,46349000,46349150,chr3,47231772,47231922
chr3,99798482,99798622,chr3,99798622,99798652
chr3,102635948,102636098,chr3,153310392,153310415
chr3,144686825,144686975,chr3,144688849,144688999
chr3,37842419,37842440,chr3,65858023,65858173
chr3,119128623,119128762,chr3,120172801,120172851
chr3,43563911,43564061,chr3,43789241,43789391
chr3,37550821,37550840,chr3,37550932,37551082
chr3,122245445,122245495,chr3,122245958,122246108
chr3,100575242,100575337,chr3,100575313,100575426
chr3,81105825,81105850,chr3,120864431,120864581
chr3,36732747,36732897,chr3,36836602,36836752
chr3,21026748,21026898,chr3,21027809,21027959
chr3,68142340,68142388,chr3,68144164,68144314
chr3,145209933,145209973,chr3,145347267,145347394
chr3,68539719,68539745,chr3,102883006,102883156
chr3,63542983,63543133,chr3,63570688,63570721
chr3,34218376,34218406,chr3,34226790,34226940
chr3,53342994,53343028,chr3,53345584,53345734
chr3,31149680,31149703,chr3,65436676,65436817
chr3,107664656,107664727,chr3,116368718,116368803
chr3,98193352,98193500,chr3,98810249,98810269
chr3,131598750,131598900,chr3,131981886,131981908
chr3,27182869,27182911,chr3,27183145,27183295
chr3,31365103,31365253,chr3,31368513,31368663
chr3,27296968,27297118,chr3,101602283,101602307
chr3,62373180,62373297,chr3,62373242,62373364
chr3,53947344,53947396,chr3,54120431,54120528
chr3,142426628,142426668,chr3,142426951,142427101
chr3,74944883,74945003,chr3,74944944,74945068
chr3,82430429,82430462,chr3,82438532,82438663
chr3,11232139,11232160,chr3,131854764,131854914
chr3,118512981,118513098,chr3,118512981,118513102
chr3,143380130,143380280,chr3,143380356,143380386
chr3,19512741,19512891,chr3,19518348,19518407
chr3,21419650,21419800,chr3,21479523,21479552
chr3,49305198,49305226,chr3,49307152,49307302
chr3,128567085,128567206,chr3,128567219,128567338
chr3,149747908,149747954,chr3,153096095,153096245
chr3,104784508,104784530,chr3,104784895,104785045
chr3,95613039,95613185,chr3,95616034,95616059
chr3,127961666,127961693,chr3,127961697,127961847
chr3,57046716,57046866,chr3,57088426,57088472
chr3,39095404,39095536,chr3,39097100,39097179
chr3,84191698,84191842,chr3,100621895,100621917
chr3,127691708,127691858,chr3,130741723,130741748
chr3,11775003,11775153,chr3,76624360,76624441
chr3,130257871,130257980,chr3,130270744,130270765
chr3,62015798,62015948,chr3,62664711,62664730
chr3,107279569,107279595,chr3,110141720,110141762
chr3,105500556,105500706,chr3,105503005,105503155
chr3,58601965,58602115,chr3,102243869,102243994
chr3,111020845,111020964,chr3,111020847,111020985
chr3,6278307,6278426,chr3,8413862,8413909
chr3,58655201,58655231,chr3,128706864,128706894
chr3,80503996,80504146,chr3,149439785,149439845
chr3,131670158,131670308,chr3,131812383,131812418
chr3,16851805,16851955,chr3,16853028,16853168
chr3,37911069,37911088,chr3,37911851,37912001
chr3,97341723,97341873,chr3,121296080,121296230
chr3,65857547,65857677,chr3,65857604,65857734
chr3,79655233,79655383,chr3,81878439,81878527
chr3,103452318,103452337,chr3,103453008,103453158
chr3,144064871,144065008,chr3,144074335,144074485
chr3,155410140,155410215,chr3,155410215,155410238
chr3,84534295,84534320,chr3,84732961,84733111
chr3,85409602,85409641,chr3,85418950,85418985
chr3,100461696,100461740,chr3,100462073,100462223
chr3,34559054,34559079,chr3,78321991,78322088
chr3,107046885,107047035,chr3,107094490,107094640
chr3,68070515,68070665,chr3,68134073,68134223
chr3,32187122,32187144,chr3,32214532,32214678
chr3,125267031,125267167,chr3,142835760,142835860
chr3,97339624,97339774,chr3,97340605,97340755
chr3,13535410,13535560,chr3,13536457,13536607
chr3,105787634,105787784,chr3,105788128,105788169
chr3,76787037,76787184,chr3,76787509,76787639
chr3,69223826,69223907,chr3,69631015,69631165
chr3,65799070,65799093,chr3,123426996,123427133
chr3,134305907,134305960,chr3,134418188,134418338
chr3,102437791,102437941,chr3,102459106,102459256
chr3,155890250,155890272,chr3,156161209,156161359
chr3,34865095,34865245,chr3,34870351,34870381
chr3,136478680,136478730,chr3,136478730,136478871
chr3,100524838,100524873,chr3,100524894,100525044
chr3,149223457,149223607,chr3,149224228,149224316
chr3,8920876,8920925,chr3,38887028,38887131
chr3,119689550,119689700,chr3,120343362,120343418
chr3,115209581,115209615,chr3,115217995,115218091
chr3,122703552,122703702,chr3,144617253,144617278
chr3,3749875,3750025,chr3,7113324,7113345
chr3,60571333,60571473,chr3,152403269,152403419
chr3,89536490,89536549,chr3,89668821,89668954
chr3,128377113,128377263,chr3,144094601,144094621
chr3,137998203,137998313,chr3,137998313,137998333
chr3,56841325,56841389,chr3,58427175,58427304
chr3,124593979,124594041,chr3,124612439,124612589
chr3,90290475,90290625,chr3,90294272,90294305
chr3,19693371,19693521,chr3,19988135,19988183
chr3,119261056,119261177,chr3,121139466,121139616
chr3,78065675,78065825,chr3,78201780,78201930
chr3,63061404,63061448,chr3,63142347,63142497
chr3,88155266,88155297,chr3,145789791,145789941
chr3,27579712,27579862,chr3,27863286,27863436
chr3,60770573,60770647,chr3,60929432,60929569
chr3,16820254,16820391,chr3,17133189,17133242
chr3,148532249,148532269,chr3,148532291,148532441
chr3,98770270,98770385,chr3,100697198,100697348
chr3,36358843,36358982,chr3,53696023,53696052
chr3,136721991,136722141,chr3,136931711,136931747
chr3,153662672,153662822,chr3,153675932,153676050
chr3,34904164,34904183,chr3,35531343,35531363
chr3,87174151,87174301,chr3,87198450,87198593
chr3,141839072,141839098,chr3,141850912,141851016
chr3,79367849,79367999,chr3,79372206,79372231
chr3,107712828,107712883,chr3,107733622,107733772
chr3,91734722,91734872,chr3,91736319,91736448
chr3,105764656,105764790,chr3,114480794,114480861
chr3,144338915,144339065,chr3,144352249,144352289
chr3,79975861,79976011,chr3,79992692,79992732
chr3,41879197,41879347,chr3,41955337,41955378
chr3,78936241,78936391,chr3,107070952,107070978
chr3,17634657,17634807,chr3,62429115,62429265
chr3,116508064,116508096,chr3,116531325,116531475
chr3,108423599,108423623,chr3,108423623,108423675
chr3,139130684,139130834,chr3,139132057,139132207
chr3,75336798,75336843,chr3,79823831,79823981
chr3,45195094,45195244,chr3,45196240,45196390
chr3,118198834,118198984,chr3,120045675,120045702
chr3,68174484,68174634,chr3,96876480,96876515
chr3,138026619,138026746,chr3,138026931,138027060
chr3,80878931,80879081,chr3,81126835,81126865
chr3,21926542,21926692,chr3,119641458,119641495
chr3,99279943,99279983,chr3,99283385,99283468
chr3,58247830,58247980,chr3,69742897,69742929
chr3,57046116,57046176,chr3,57049984,57050134
chr3,25214511,25214533,chr3,64336381,64336531
chr3,65145969,65146119,chr3,65153996,65154146
chr3,81985789,81985822,chr3,93603315,93603430
chr3,88613777,88613927,chr3,88616885,88616915
chr3,114364373,114364523,chr3,122066482,122066530
chr3,107715188,107715338,chr3,107860177,107860327
chr3,98338720,98338756,chr3,101812861,101812911
chr3,8309658,8309808,chr3,8311266,8311313
chr3,141852911,141853061,chr3,142086357,142086469
chr3,51392439,51392589,chr3,51816775,51816875
chr3,22115042,22115192,chr3,35065085,35065235
chr3,66724013,66724035,chr3,66724802,66724952
chr3,62382423,62382539,chr3,62382604,62382642
chr3,120991292,120991324,chr3,120995675,120995825
chr3,43237944,43238094,chr3,43238135,43238154
chr3,8959759,8959909,chr3,8961137,8961207
chr3,105539844,105539978,chr3,105542665,105542815
chr3,9420572,9420722,chr3,9436187,9436322
chr3,59943522,59943672,chr3,62453199,62453249
chr3,27228889,27229039,chr3,123672790,123672940
chr3,38484885,38484940,chr3,115859524,115859674
chr3,66726041,66726092,chr3,123268293,123268405
chr3,144032201,144032351,chr3,147778639,147778670
chr3,84209148,84209168,chr3,84326886,84326924
chr3,113081815,113081864,chr3,117483309,117483336
chr3,130336935,130337085,chr3,130338531,130338681
chr3,22093794,22093944,chr3,22098355,22098392
chr3,131610605,131610675,chr3,131976375,131976399
chr3,93530466,93530517,chr3,93530529,93530679
chr3,79176357,79176385,chr3,79178798,79178870
chr3,109341403,109341531,chr3,109356397,109356541
chr3,153476920,153477020,chr3,154378444,154378594
chr3,41750626,41750776,chr3,50957061,50957093
chr3,89015067,89015217,chr3,89033846,89033996
chr3,107455534,107455597,chr3,107472229,107472379
chr3,80077890,80078040,chr3,82967996,82968046
chr3,54980714,54980741,chr3,112478078,112478228
chr3,5145483,5145633,chr3,87699892,87700034
chr3,30968678,30968726,chr3,107925485,107925529
chr3,84044409,84044450,chr3,84047270,84047420
chr3,34454972,34454995,chr3,34455274,34455424
chr3,35937655,35937805,chr3,41202803,41202953
chr3,104752957,104753030,chr3,136543453,136543605
chr3,49212244,49212307,chr3,50691935,50692085
chr3,131018268,131018306,chr3,131084402,131084552
chr3,102194766,102194911,chr3,102264732,102264829
chr3,145905588,145905626,chr3,146250175,146250198
chr3,26339287,26339358,chr3,66103513,66103663
chr3,120882989,120883108,chr3,120886703,120886730
chr3,39145316,39145368,chr3,39149418,39149438
chr3,25145512,25145662,chr3,27189994,27190016
chr3,59364311,59364331,chr3,59364352,59364502
chr3,104783083,104783233,chr3,104959548,104959603
chr3,148163454,148163604,chr3,148292168,148292318
chr3,88231465,88231539,chr3,88238328,88238361
chr3,69425162,69425253,chr3,69550199,69550220
chr3,102268149,102268173,chr3,102268211,102268361
chr3,107953511,107953661,chr3,107999783,107999835
chr3,151120602,151120748,chr3,151122874,151122984
chr3,58287404,58287477,chr3,59127530,59127680
chr3,133680379,133680529,chr3,134176629,134176661
chr3,5917434,5917460,chr3,7535324,7535472
chr3,154268250,154268291,chr3,154570836,154570976
chr3,59007388,59007538,chr3,59008937,59008960
chr3,6860599,6860658,chr3,33123272,33123414
chr3,53042169,53042311,chr3,53502582,53502659
chr3,75867031,75867175,chr3,153231300,153231450
chr3,145936650,145936727,chr3,146099194,146099240
chr3,34488233,34488383,chr3,103188851,103189001
chr3,4784446,4784596,chr3,4796894,4796919
chr3,139836106,139836216,chr3,139847975,139848002
chr3,111798973,111799022,chr3,111803658,111803808
chr3,41948165,41948315,chr3,70950955,70951090
chr3,16589024,16589164,chr3,16755876,16755897
chr3,116021817,116021967,chr3,116306802,116306952
chr3,45794420,45794570,chr3,45794809,45794842
chr3,131619928,131620078,chr3,132952124,132952245
chr3,18178353,18178393,chr3,18818006,18818041
chr3,90119176,90119326,chr3,90119357,90119377
chr3,37479749,37479899,chr3,37479927,37479965
chr3,140466722,140466872,chr3,140604061,140604211
chr3,141822110,141822260,chr3,141965745,141965895
chr3,37349863,37350006,chr3,37375319,37375402
chr3,42917285,42917336,chr3,43111093,43111172
chr3,24531921,24532071,chr3,28148884,28149034
chr3,102165559,102165709,chr3,102166040,102166073
chr3,53065675,53065825,chr3,53069198,53069348
chr3,105379487,105379637,chr3,105867763,105867913
chr3,132129263,132129415,chr3,132405219,132405369
chr3,132996213,132996363,chr3,134753381,134753531
chr3,154983748,154983898,chr3,154984118,154984148
chr3,7552042,7552135,chr3,19185097,19185247
chr3,96262958,96263108,chr3,96264737,96264809
chr3,19239251,19239296,chr3,42561264,42561401
chr3,142882584,142882692,chr3,144559023,144559059
chr3,26739141,26739291,chr3,26740086,26740231
chr3,59695426,59695576,chr3,76180031,76180181
chr3,71470841,71470868,chr3,71470884,71471034
chr3,39887156,39887306,chr3,39887356,39887377
chr3,63771241,63771326,chr3,87037684,87037718
chr3,30913618,30913666,chr3,37170936,37171086
chr3,27053869,27054019,chr3,27132525,27132675
chr3,143959159,143959179,chr3,143973620,143973712
chr3,31022700,31022787,chr3,37568830,37568870
chr3,104651642,104651792,chr3,104651849,104651874
chr3,139344161,139344208,chr3,139345836,139345986
chr3,151891548,151891574,chr3,151892021,151892171
chr3,55228318,55228408,chr3,79587020,79587059
chr3,56349312,56349334,chr3,56349432,56349582
chr3,159367619,159367670,chr3,159383041,159383188
chr3,49999461,49999591,chr3,118429265,118429415
chr3,69985509,69985567,chr3,71917199,71917218
chr3,58322114,58322264,chr3,58341468,58341493
chr3,57033612,57033762,chr3,58207475,58207532
chr3,105276426,105276460,chr3,115011916,115012012
chr3,158109197,158109283,chr3,158109277,158109402
chr3,156208007,156208028,chr3,156278086,156278236
chr3,147240216,147240366,chr3,148466038,148466188
chr3,130803511,130803540,chr3,130811510,130811660
chr3,130917879,130917914,chr3,130938564,130938714
chr3,21153193,21153343,chr3,21750704,21750750
chr3,147416172,147416219,chr3,147416172,147416219
chr3,69560630,69560649,chr3,69560831,69560981
chr3,67603250,67603279,chr3,68084189,68084339
chr3,33634795,33634817,chr3,33648398,33648519
chr3,129189551,129189701,chr3,149354831,149354981
chr3,152166950,152166990,chr3,152178812,152178962
chr3,138316103,138316253,chr3,138772400,138772425
chr3,30311674,30311702,chr3,30312135,30312285
chr3,99933994,99934144,chr3,99934146,99934167
chr3,99475545,99475695,chr3,100074383,100074404
chr3,74117543,74117564,chr3,74119243,74119393
chr3,34958838,34958988,chr3,34959283,34959315
chr3,154775234,154775384,chr3,154811401,154811551
chr3,94403908,94403963,chr3,100099860,100100010
chr3,55815196,55815333,chr3,55815571,55815692
chr3,16037205,16037355,chr3,32092447,32092469
chr3,10801390,10801540,chr3,18646885,18647035
chr3,97024885,97024928,chr3,133495402,133495546
chr3,55010464,55010541,chr3,55010609,55010759
chr3,27521867,27522017,chr3,27522225,27522256
chr3,51258970,51259120,chr3,67895654,67895756
chr3,16071631,16071781,chr3,16073155,16073179
chr3,121556353,121556503,chr3,144523321,144523471
chr3,57630555,57630604,chr3,57631446,57631525
chr3,22331659,22331809,chr3,22508675,22508706
chr3,39342568,39342621,chr3,39343014,39343164
chr3,137023136,137023165,chr3,137058279,137058429
chr3,82639372,82639520,chr3,82639579,82639602
chr3,133761462,133761537,chr3,135203759,135203909
chr3,73742189,73742336,chr3,74894074,74894224
chr3,90543261,90543411,chr3,90592385,90592523
chr3,135861554,135861590,chr3,135861601,135861751
chr3,127611953,127612103,chr3,146870787,146870937
chr3,154402336,154402486,chr3,154511470,154511504
chr3,158639541,158639691,chr3,158839352,158839502
chr3,21237296,21237399,chr3,21258842,21258992
chr3,100690731,100690863,chr3,100907022,100907056
chr3,87113605,87113755,chr3,105841608,105841754
chr3,120955167,120955317,chr3,139534030,139534180
chr3,52364130,52364280,chr3,52364522,52364547
chr3,124552620,124552770,chr3,124570574,124570636
chr3,18139003,18139045,chr3,18139438,18139588
chr3,79887494,79887644,chr3,79974827,79974846
chr3,156304733,156304760,chr3,156935681,156935831
chr3,7572176,7572296,chr3,7572316,7572395
chr3,157363450,157363600,chr3,157380327,157380477
chr3,29167924,29167968,chr3,29247075,29247224
chr3,28107125,28107147,chr3,28370967,28371117
chr3,42654660,42654801,chr3,111164808,111164842
chr3,121886113,121886263,chr3,144197550,144197572
chr3,76004265,76004308,chr3,76005659,76005809
chr3,121272205,121272353,chr3,121278187,121278246
chr3,4413332,4413384,chr3,84032414,84032442
chr3,89349533,89349566,chr3,89354705,89354855
chr3,124188085,124188159,chr3,124546007,124546157
chr3,29138175,29138206,chr3,29688361,29688421
chr3,142637010,142637158,chr3,142667232,142667298
chr3,84384244,84384270,chr3,84384534,84384680
chr3,59140079,59140229,chr3,59140253,59140278
chr3,85369230,85369272,chr3,85369686,85369836
chr3,21618287,21618437,chr3,30478527,30478562
chr3,92175996,92176116,chr3,92202138,92202203
chr3,49753303,49753453,chr3,49899754,49899801
chr3,32824106,32824256,chr3,32833066,32833216
chr3,41567347,41567497,chr3,41740678,41740828
chr3,86964601,86964657,chr3,87403014,87403164
chr3,126964436,126964551,chr3,126964523,126964656
chr3,13921205,13921355,chr3,13931509,13931533
chr3,31753949,31754079,chr3,31756481,31756631
chr3,60977571,60977721,chr3,63502955,63503105
chr3,78395982,78396047,chr3,78613853,78614003
chr3,106254910,106255033,chr3,106254910,106255033
chr3,155507009,155507029,chr3,156318365,156318515
chr3,102854605,102854740,chr3,102917192,102917244
chr3,121203026,121203062,chr3,153948433,153948569
chr3,133081932,133082082,chr3,133091847,133091942
chr3,38044334,38044484,chr3,152904266,152904284
chr3,102698748,102698779,chr3,102992585,102992735
chr3,147241053,147241203,chr3,147446954,147447104
chr3,31406034,31406062,chr3,31446400,31446550
chr3,58355148,58355169,chr3,58885645,58885795
chr3,122960687,122960827,chr3,123093688,123093752
chr3,70616516,70616666,chr3,106110534,106110553
chr3,42015917,42015937,chr3,42016154,42016304
chr3,88945739,88945770,chr3,88948120,88948270
chr3,125757024,125757174,chr3,132861818,132861863
chr3,100416788,100416938,chr3,100480940,100480982
chr3,32333851,32333869,chr3,32334020,32334170
chr3,58338947,58339097,chr3,58339274,58339320
chr3,69534698,69534848,chr3,69536293,69536443
chr3,151762768,151762918,chr3,151793697,151793728
chr3,61461738,61461888,chr3,61467708,61467858
chr3,139503055,139503074,chr3,139503253,139503403
chr3,79826963,79827100,chr3,79827908,79827960
chr3,153168733,153168849,chr3,153659919,153659950
chr3,30510865,30510901,chr3,30535299,30535393
chr3,65016353,65016498,chr3,65016498,65016627
chr3,115657027,115657177,chr3,115793652,115793678
chr3,17922706,17922856,chr3,18575701,18575851
chr3,68534457,68534500,chr3,68534889,68535039
chr3,105004446,105004521,chr3,105005731,105005881
chr3,90293097,90293159,chr3,122624374,122624524
chr3,67621684,67621710,chr3,69530868,69530934
chr3,104558921,104559071,chr3,104560537,104560600
chr3,110250320,110250470,chr3,111065573,111065609
chr3,39254978,39255042,chr3,40503868,40503909
chr3,139671976,139672119,chr3,140725752,140725902
chr3,7539263,7539413,chr3,8870614,8870764
chr3,8877493,8877546,chr3,34701457,34701498
chr3,49669160,49669310,chr3,61761832,61761982
chr3,78110691,78110841,chr3,78112599,78112749
chr3,39935923,39936073,chr3,41004953,41004976
chr3,32013226,32013376,chr3,90910705,90910750
chr3,76281259,76281355,chr3,76281930,76281964
chr3,66079244,66079281,chr3,83496050,83496083
chr3,69454899,69454930,chr3,69457276,69457339
chr3,5490519,5490669,chr3,58600319,58600469
chr3,83398660,83398810,chr3,83418192,83418342
chr3,103275218,103275242,chr3,127803471,127803532
chr3,155562077,155562227,chr3,156052900,156052924
chr3,115035591,115035731,chr3,118073245,118073395
chr3,63247912,63247943,chr3,63976828,63976968
chr3,55229313,55229463,chr3,55237591,55237741
chr3,57638193,57638296,chr3,65617340,65617424
chr3,20986307,20986335,chr3,114624554,114624704
chr3,86070805,86070891,chr3,145771966,145772116
chr3,146775736,146775886,chr3,146780272,146780422
chr3,104007826,104007976,chr3,104009531,104009553
chr3,58557387,58557417,chr3,58580926,58581002
chr3,149063750,149063883,chr3,149278238,149278263
chr3,79083618,79083708,chr3,109538178,109538218
chr3,62381258,62381295,chr3,62381316,62381466
chr3,38127808,38127956,chr3,39512234,39512384
chr3,87685351,87685501,chr3,87733636,87733786
chr3,130583311,130583461,chr3,130589463,130589483
chr3,27436961,27436988,chr3,29740331,29740481
chr3,43579738,43579872,chr3,120339960,120340101
chr3,13813978,13814048,chr3,13816546,13816591
chr3,50015613,50015678,chr3,50025140,50025290
chr3,98701794,98701944,chr3,98709244,98709394
chr3,41329843,41329865,chr3,41330197,41330347
chr3,90570689,90570839,chr3,90583611,90583756
chr3,149473205,149473355,chr3,149476757,149476888
chr3,153956650,153956800,chr3,153956854,153956872
chr3,69035486,69035590,chr3,69076075,69076101
chr3,146857520,146857564,chr3,152392113,152392263
chr3,46327951,46328101,chr3,46580097,46580140
chr3,152797660,152797700,chr3,152820669,152820802
chr3,59268447,59268597,chr3,108974756,108974783
chr3,149116863,149116942,chr3,149382017,149382167
chr3,128526189,128526339,chr3,128618025,128618097
chr3,36394685,36394835,chr3,41080094,41080160
chr3,37992506,37992656,chr3,37996549,37996597
chr3,22462612,22462704,chr3,26895405,26895423
chr3,53642360,53642510,chr3,53700616,53700657
chr3,80058872,80058891,chr3,84129908,84129967
chr3,20179279,20179311,chr3,53081376,53081487
chr3,43917723,43917771,chr3,49466367,49466482
chr3,153811004,153811154,chr3,153812222,153812249
chr3,70612142,70612292,chr3,132376743,132376784
chr3,136384929,136384962,chr3,136580771,136580921
chr3,27939384,27939534,chr3,27939728,27939750
chr3,130642523,130642673,chr3,130652319,130652469
chr3,131124477,131124627,chr3,131128308,131128451
chr3,117275167,117275297,chr3,117275459,117275592
chr3,138941971,138942110,chr3,142691146,142691230
chr3,111318867,111318903,chr3,112875408,112875543
chr3,142101370,142101520,chr3,154545420,154545546
chr3,58690369,58690396,chr3,58693131,58693175
chr3,125289749,125289771,chr3,125290908,125291058
chr3,101089688,101089838,chr3,101293667,101293698
chr3,141164998,141165148,chr3,156817465,156817496
chr3,109420176,109420326,chr3,119505022,119505043
chr3,63233915,63233951,chr3,80180404,80180499
chr3,152396758,152396902,chr3,152422789,152422812
chr3,79379364,79379506,chr3,79380103,79380130
chr3,55538468,55538496,chr3,57845452,57845599
chr3,46273859,46274009,chr3,46274841,46274901
chr3,103863081,103863123,chr3,103919832,103919982
chr3,60472792,60472819,chr3,60474135,60474285
chr3,132663235,132663269,chr3,156788951,156789101
chr3,123833117,123833267,chr3,123833308,123833350
chr3,34457506,34457537,chr3,66581330,66581480
chr3,19628828,19628875,chr3,19628875,19628988
chr3,140641450,140641600,chr3,140643438,140643588
chr3,95157948,95158005,chr3,107271904,107271935
chr3,146976762,146976912,chr3,147654091,147654113
