chrom1,start1,end1,chrom2,start2,end2
chr3,30467530,30467678,chr3,30508857,30509001
chr3,18050887,18050930,chr3,82435462,82435501
chr3,105394275,105394313,chr3,105669414,105669434
chr3,7831250,7831334,chr3,14020602,14020752
chr3,102378224,102378374,chr3,102378399,102378504
chr3,13178599,13178677,chr3,84934959,84935031
chr3,90420558,90420708,chr3,90422503,90422528
chr3,134695400,134695550,chr3,142859604,142859754
chr3,116016701,116016851,chr3,116121469,116121492
chr3,89164784,89164853,chr3,89165585,89165629
chr3,95290135,95290213,chr3,95298074,95298100
chr3,24978854,24978975,chr3,24979152,24979282
chr3,13471401,13471443,chr3,13481976,13482126
chr3,86324805,86324829,chr3,86358829,86358979
chr3,68590812,68590836,chr3,90293370,90293432
chr3,43105299,43105337,chr3,62260461,62260611
chr3,152479193,152479343,chr3,152479378,152479408
chr3,103433109,103433136,chr3,103433533,103433574
chr3,69034107,69034201,chr3,94369827,94369863
chr3,127495380,127495410,chr3,127520743,127520796
chr3,75921544,75921694,chr3,75924746,75924809
chr3,124379156,124379303,chr3,124379301,124379342
chr3,41492215,41492244,chr3,41492449,41492599
chr3,64910536,64910570,chr3,136805910,136805941
chr3,144276360,144276489,chr3,144276764,144276883
chr3,13862434,13862474,chr3,17630114,17630264
chr3,25906061,25906144,chr3,64715900,64716050
chr3,58572759,58572797,chr3,58573538,58573688
chr3,34303852,34303880,chr3,34521524,34521556
chr3,97006968,97007118,chr3,97012707,97012729
chr3,75952313,75952388,chr3,75952511,75952651
chr3,51415919,51415946,chr3,51560642,51560725
chr3,137997569,137997640,chr3,137998693,137998843
chr3,51234733,51234883,chr3,51234903,51234967
chr3,12195762,12195869,chr3,125304937,125304956
chr3,38033963,38034113,chr3,38034632,38034659
chr3,131609018,131609039,chr3,131612003,131612153
chr3,101373739,101373765,chr3,101374254,101374290
chr3,107233723,107233774,chr3,107233792,107233942
chr3,103113977,103113996,chr3,140915803,140915953
chr3,114721638,114721683,chr3,114725309,114725459
chr3,80723308,80723458,chr3,128701599,128701749
chr3,34829596,34829645,chr3,42051681,42051831
chr3,51547768,51547841,chr3,51553082,51553232
chr3,91263551,91263701,chr3,106966709,106966740
chr3,28938609,28938759,chr3,54690542,54690569
chr3,79338576,79338718,chr3,79359469,79359539
chr3,88417517,88417603,chr3,88419180,88419210
chr3,75896947,75897097,chr3,76442357,76442507
chr3,52540762,52540912,chr3,52844239,52844267
chr3,152613558,152613708,chr3,154762131,154762214
chr3,130951153,130951176,chr3,156252142,156252292
chr3,109995683,109995825,chr3,120946139,120946270
chr3,105155938,105155993,chr3,105156593,105156615
chr3,57224206,57224245,chr3,151119226,151119282
chr3,102213719,102213785,chr3,102215543,102215693
chr3,30600637,30600716,chr3,30601105,30601138
chr3,81533429,81533579,chr3,81623504,81623550
chr3,89771761,89771851,chr3,89771761,89771850
chr3,48457730,48457880,chr3,48478695,48478845
chr3,108808392,108808473,chr3,108901697,108901720
chr3,144545425,144545561,chr3,144603245,144603395
chr3,133917983,133918044,chr3,135346968,135346996
chr3,109877475,109877509,chr3,109877746,109877896
chr3,85651791,85651827,chr3,86423159,86423309
chr3,14786489,14786639,chr3,19164056,19164074
chr3,154574342,154574411,chr3,154574467,154574605
chr3,5233143,5233293,chr3,5236521,5236580
chr3,38849650,38849722,chr3,40423908,40423945
chr3,142587271,142587295,chr3,151465349,151465422
chr3,45535531,45535572,chr3,66354973,66355056
chr3,131627337,131627487,chr3,131628138,131628162
chr3,127117126,127117276,chr3,127117657,127117677
chr3,138801108,138801159,chr3,138805733,138805883
chr3,82579032,82579182,chr3,82633054,82633157
chr3,30179429,30179579,chr3,30246570,30246676
chr3,72958847,72958997,chr3,72963248,72963279
chr3,144589382,144589407,chr3,146823443,146823504
chr3,63900989,63901139,chr3,63922686,63922808
chr3,8972760,8972910,chr3,9004557,9004616
chr3,90653057,90653155,chr3,90653447,90653567
chr3,107560154,107560304,chr3,107867717,107867867
chr3,98677168,98677196,chr3,100857854,100857891
chr3,141589289,141589439,chr3,141590589,141590640
chr3,82340061,82340211,chr3,82340239,82340291
chr3,18779133,18779283,chr3,18780597,18780647
chr3,37040924,37041038,chr3,37040924,37041031
chr3,131019655,131019679,chr3,131085403,131085428
chr3,103735494,103735578,chr3,103738461,103738509
chr3,95635599,95635634,chr3,95685543,95685587
chr3,81082977,81082999,chr3,81134415,81134461
chr3,29637053,29637122,chr3,29655567,29655648
chr3,45436791,45436819,chr3,79153021,79153072
chr3,105818748,105818834,chr3,142336944,142337094
chr3,17373701,17373851,chr3,17603609,17603759
chr3,38283668,38283712,chr3,38484594,38484625
chr3,26033495,26033580,chr3,42784204,42784354
chr3,151068519,151068548,chr3,151072246,151072396
chr3,27631271,27631323,chr3,27648464,27648614
chr3,153522698,153522848,chr3,153541919,153541978
chr3,31421198,31421245,chr3,115349025,115349056
chr3,59208870,59208896,chr3,59290953,59290990
chr3,9911824,9911846,chr3,9912112,9912262
chr3,79835870,79835901,chr3,79835927,79836077
chr3,9251990,9252092,chr3,68495044,68495194
chr3,88515574,88515724,chr3,88516138,88516156
chr3,80460052,80460188,chr3,140844175,140844285
chr3,101897153,101897303,chr3,101945077,101945140
chr3,43704835,43704865,chr3,43706676,43706826
chr3,122085098,122085128,chr3,152211190,152211247
chr3,145941588,145941628,chr3,145987994,145988067
chr3,14832237,14832387,chr3,44452470,44452620
chr3,27483658,27483683,chr3,28194699,28194849
chr3,135571578,135571728,chr3,138763632,138763782
chr3,75434444,75434534,chr3,122982406,122982444
chr3,86910970,86911004,chr3,86911484,86911634
chr3,13871171,13871209,chr3,13871954,13872104
chr3,81983317,81983340,chr3,122097362,122097384
chr3,32525053,32525106,chr3,32539683,32539826
chr3,37654052,37654114,chr3,38996764,38996824
chr3,123090983,123091020,chr3,123137406,123137440
chr3,50391912,50391957,chr3,50392924,50392946
chr3,107045038,107045109,chr3,107054080,107054176
chr3,98030600,98030750,chr3,98198162,98198210
chr3,25581154,25581263,chr3,25581263,25581284
chr3,114077846,114077992,chr3,114077992,114078023
chr3,145884541,145884691,chr3,145886866,145887014
chr3,95665766,95665794,chr3,95665815,95665964
chr3,40241049,40241199,chr3,40242330,40242367
chr3,113045845,113045984,chr3,113046793,113046858
chr3,86445533,86445554,chr3,86446693,86446778
chr3,94828391,94828455,chr3,94828455,94828597
chr3,26035055,26035088,chr3,26047070,26047106
chr3,26192393,26192438,chr3,26192438,26192492
chr3,157520924,157521074,chr3,157526100,157526183
chr3,47006722,47006872,chr3,67270206,67270356
chr3,69979976,69980003,chr3,88745105,88745137
chr3,95266344,95266380,chr3,95624473,95624623
chr3,14785849,14785936,chr3,14792820,14792854
chr3,13696283,13696349,chr3,13741650,13741801
chr3,12316640,12316790,chr3,12322470,12322514
chr3,99530325,99530463,chr3,99547513,99547653
chr3,130701363,130701479,chr3,130701594,130701696
chr3,36605430,36605499,chr3,36606161,36606311
chr3,53466177,53466213,chr3,53466230,53466380
chr3,27711327,27711388,chr3,27720831,27720857
chr3,39763459,39763486,chr3,39763505,39763655
chr3,152975898,152975937,chr3,153653682,153653714
chr3,43260906,43261010,chr3,137066790,137066834
chr3,8978981,8979131,chr3,8980823,8980973
chr3,37858156,37858306,chr3,152956689,152956839
chr3,130730475,130730625,chr3,131490876,131490900
chr3,20997780,20997930,chr3,73852468,73852499
chr3,13878415,13878565,chr3,58692104,58692123
chr3,29809306,29809370,chr3,63262544,63262673
chr3,92073600,92073750,chr3,112455103,112455185
chr3,135580454,135580604,chr3,135636422,135636572
chr3,106689830,106689981,chr3,124119651,124119710
chr3,145099039,145099061,chr3,148498466,148498544
chr3,55907565,55907715,chr3,55907781,55907804
chr3,80785479,80785565,chr3,80798696,80798718
chr3,90406682,90406832,chr3,90475870,90475968
chr3,69701360,69701382,chr3,69704080,69704230
chr3,82008854,82008879,chr3,126724456,126724543
chr3,157361842,157361992,chr3,157402146,157402281
chr3,114972002,114972037,chr3,114973460,114973539
chr3,18455063,18455172,chr3,18455217,18455238
chr3,42410097,42410247,chr3,59211436,59211586
chr3,103842639,103842707,chr3,103842707,103842816
chr3,86907046,86907069,chr3,90611330,90611352
chr3,8323451,8323481,chr3,8353447,8353597
chr3,115709093,115709153,chr3,115790249,115790278
chr3,148176691,148176730,chr3,149635215,149635291
chr3,26829769,26829806,chr3,66579384,66579411
chr3,109328818,109328968,chr3,109329224,109329256
chr3,127257890,127258040,chr3,127258103,127258139
chr3,94868613,94868673,chr3,156383390,156383505
chr3,92682603,92682650,chr3,92682650,92682678
chr3,123309395,123309545,chr3,123311593,123311743
chr3,154015256,154015406,chr3,154116253,154116283
chr3,61714899,61715049,chr3,66052464,66052492
chr3,115691327,115691468,chr3,116789006,116789156
chr3,35933407,35933557,chr3,35948230,35948254
chr3,38871479,38871587,chr3,38875899,38875961
chr3,155699022,155699056,chr3,155699056,155699080
chr3,128380171,128380220,chr3,141295945,141295974
chr3,72967370,72967502,chr3,110039898,110039966
chr3,21363439,21363486,chr3,34185472,34185566
chr3,88410375,88410441,chr3,88410690,88410759
chr3,82412314,82412464,chr3,82412677,82412703
chr3,59176671,59176821,chr3,59177832,59177905
chr3,56746313,56746384,chr3,99447501,99447526
chr3,30939025,30939059,chr3,142621591,142621741
chr3,14697317,14697366,chr3,14698411,14698561
chr3,125384757,125384869,chr3,125427911,125427940
chr3,21151527,21151677,chr3,24914728,24914780
chr3,111131275,111131349,chr3,112345476,112345550
chr3,79197619,79197644,chr3,79228560,79228710
chr3,121671978,121672043,chr3,121700337,121700373
chr3,34494858,34495008,chr3,34496816,34496869
chr3,109552735,109552862,chr3,109552862,109552887
chr3,105492218,105492240,chr3,105492260,105492410
chr3,7189024,7189111,chr3,16313602,16313752
chr3,32735542,32735692,chr3,32741696,32741775
chr3,118658210,118658360,chr3,122708288,122708438
chr3,142881963,142882090,chr3,152395524,152395650
chr3,151469576,151469726,chr3,151470702,151470722
chr3,123156582,123156732,chr3,124194592,124194629
chr3,29945790,29945940,chr3,29948738,29948765
chr3,45411736,45411852,chr3,47472936,47472968
chr3,70866780,70866879,chr3,70869432,70869481
chr3,153617021,153617138,chr3,153617261,153617385
chr3,31115390,31115413,chr3,31137287,31137413
chr3,93096121,93096271,chr3,114228969,114228997
chr3,107631207,107631239,chr3,107633051,107633085
chr3,18319571,18319699,chr3,21410851,21410894
chr3,64004554,64004704,chr3,71940249,71940393
chr3,74848383,74848533,chr3,154543333,154543405
chr3,66253430,66253459,chr3,112996058,112996208
chr3,32517378,32517522,chr3,123345388,123345443
chr3,105689321,105689341,chr3,105820450,105820471
chr3,137336104,137336167,chr3,137336227,137336258
chr3,63035256,63035309,chr3,64310701,64310851
chr3,159886236,159886386,chr3,159936691,159936717
chr3,152056264,152056414,chr3,152058102,152058133
chr3,32908414,32908438,chr3,32915459,32915494
chr3,154789463,154789605,chr3,155185775,155185850
chr3,67854371,67854521,chr3,68018110,68018260
chr3,71851248,71851272,chr3,71851473,71851623
chr3,96553901,96553923,chr3,143957218,143957368
chr3,123669082,123669147,chr3,123684798,123684850
chr3,146146412,146146562,chr3,146157988,146158129
chr3,94974687,94974727,chr3,121472007,121472062
chr3,7923826,7923976,chr3,30098179,30098329
chr3,76074474,76074511,chr3,141003908,141004058
chr3,51327250,51327353,chr3,51337928,51337987
chr3,141876478,141876628,chr3,141947761,141947911
chr3,50374168,50374210,chr3,50615965,50615999
chr3,53205270,53205334,chr3,53241903,53242053
chr3,45789730,45789880,chr3,45805500,45805607
chr3,91907312,91907382,chr3,112972535,112972685
chr3,29289991,29290022,chr3,29289991,29290022
chr3,74314920,74314946,chr3,126285552,126285604
chr3,8666052,8666200,chr3,8666200,8666223
chr3,101687275,101687425,chr3,101687492,101687584
chr3,94755356,94755506,chr3,94774182,94774213
chr3,98074793,98074943,chr3,98148771,98148792
chr3,52262472,52262530,chr3,52262564,52262617
chr3,53007126,53007261,chr3,96262975,96263057
chr3,73272689,73272721,chr3,73273568,73273601
chr3,21597580,21597642,chr3,22552631,22552737
chr3,8123578,8123606,chr3,15583293,15583443
chr3,69321499,69321522,chr3,116283131,116283202
chr3,127730617,127730655,chr3,127738347,127738429
chr3,82031951,82032091,chr3,141976306,141976349
chr3,88141952,88142102,chr3,130826360,130826442
chr3,31066586,31066736,chr3,50494920,50494985
chr3,123877576,123877726,chr3,143553056,143553088
chr3,40794425,40794575,chr3,40794663,40794703
chr3,89601418,89601438,chr3,89602714,89602799
chr3,103772331,103772394,chr3,103968095,103968127
chr3,37349903,37349947,chr3,52504168,52504192
chr3,79896362,79896386,chr3,79898862,79898909
chr3,34551499,34551567,chr3,67487041,67487191
chr3,51700401,51700551,chr3,51701100,51701136
chr3,142701098,142701152,chr3,142936155,142936223
chr3,25833287,25833437,chr3,25833573,25833595
chr3,85757156,85757306,chr3,125910835,125910896
chr3,21434614,21434639,chr3,60453877,60453982
chr3,60504694,60504844,chr3,60505900,60506050
chr3,40844745,40844775,chr3,40847071,40847168
chr3,115785464,115785553,chr3,115788982,115789132
chr3,146878551,146878692,chr3,146960159,146960180
chr3,111564539,111564608,chr3,112406576,112406726
chr3,96696990,96697013,chr3,96697389,96697447
chr3,135836674,135836824,chr3,135863908,135864058
chr3,6288889,6289039,chr3,6289675,6289697
chr3,116662328,116662478,chr3,121341003,121341113
chr3,43175101,43175251,chr3,44907369,44907417
chr3,97338526,97338591,chr3,137320154,137320287
chr3,148989460,148989485,chr3,148989490,148989550
chr3,44432753,44432795,chr3,61654780,61654878
chr3,114245110,114245260,chr3,114299579,114299613
chr3,27555466,27555486,chr3,28457380,28457454
chr3,142744108,142744150,chr3,142744525,142744545
chr3,116171122,116171248,chr3,131989146,131989189
chr3,93865955,93866105,chr3,122027722,122027759
chr3,38574533,38574667,chr3,49569610,49569760
chr3,105957710,105957779,chr3,105957710,105957779
chr3,87884228,87884336,chr3,87971011,87971136
chr3,141908235,141908260,chr3,145177360,145177465
chr3,73638545,73638598,chr3,73638629,73638700
chr3,88203769,88203919,chr3,141511145,141511295
chr3,72502317,72502365,chr3,134163406,134163538
chr3,8921556,8921706,chr3,8923833,8923937
chr3,139946342,139946448,chr3,139948143,139948288
chr3,51548483,51548633,chr3,51717079,51717107
chr3,39233936,39233981,chr3,71953495,71953645
chr3,28670515,28670540,chr3,28670607,28670757
chr3,53016305,53016418,chr3,53017364,53017513
chr3,107712828,107712971,chr3,153725217,153725239
chr3,57335320,57335343,chr3,57335342,57335484
chr3,4997955,4998058,chr3,6953632,6953782
chr3,84804600,84804670,chr3,131200075,131200195
chr3,104163344,104163392,chr3,104409530,104409575
chr3,36309389,36309539,chr3,36310625,36310664
chr3,18218957,18218980,chr3,18426664,18426710
chr3,11777290,11777309,chr3,84100889,84100916
chr3,127767011,127767126,chr3,127767014,127767140
chr3,113178519,113178583,chr3,113180248,113180338
chr3,153743386,153743536,chr3,153745169,153745192
chr3,30764040,30764190,chr3,30769989,30770141
chr3,127492776,127492820,chr3,127516806,127516850
chr3,86715333,86715437,chr3,86805211,86805361
chr3,30032290,30032440,chr3,30034016,30034162
chr3,84236637,84236667,chr3,132819399,132819549
chr3,53193642,53193705,chr3,53198984,53199134
chr3,38474586,38474736,chr3,38474778,38474814
chr3,65250425,65250481,chr3,132098108,132098258
chr3,77410672,77410822,chr3,78436544,78436694
chr3,25485289,25485439,chr3,74443934,74443984
chr3,90035361,90035511,chr3,90265602,90265637
chr3,144139779,144139929,chr3,144376277,144376299
chr3,101602717,101602836,chr3,101874066,101874216
chr3,45945558,45945710,chr3,112396261,112396306
chr3,100554944,100554998,chr3,106504768,106504860
chr3,126667049,126667119,chr3,126694464,126694606
chr3,50452737,50452883,chr3,115924674,115924704
chr3,123645168,123645196,chr3,123645938,123646088
chr3,83196584,83196619,chr3,156395125,156395275
chr3,108090749,108090899,chr3,108091553,108091607
chr3,79216631,79216660,chr3,79218616,79218766
chr3,21479134,21479179,chr3,21479179,21479206
chr3,69975224,69975374,chr3,69978118,69978268
chr3,58321334,58321353,chr3,58357241,58357391
chr3,4606203,4606353,chr3,6066261,6066289
chr3,95657765,95657786,chr3,97227855,97227884
chr3,108284146,108284296,chr3,108286972,108287041
chr3,105203237,105203387,chr3,105213201,105213278
chr3,152342546,152342577,chr3,152343696,152343751
chr3,37769395,37769487,chr3,60570853,60570884
chr3,78966272,78966422,chr3,78986447,78986495
chr3,56016710,56016860,chr3,56081614,56081686
chr3,138522062,138522212,chr3,144924404,144924523
chr3,120178847,120178939,chr3,120183869,120183924
chr3,55347771,55347832,chr3,124635454,124635604
chr3,48936341,48936388,chr3,49689709,49689795
chr3,69544224,69544364,chr3,69544639,69544697
chr3,35892576,35892641,chr3,37940248,37940270
chr3,109504296,109504435,chr3,109504435,109504470
chr3,79883502,79883553,chr3,80043765,80043786
chr3,16612237,16612387,chr3,72546634,72546749
chr3,28371012,28371063,chr3,28371219,28371369
chr3,130380604,130380674,chr3,152830397,152830542
chr3,71957396,71957418,chr3,71985009,71985033
chr3,53029187,53029215,chr3,53657205,53657355
chr3,100941878,100941919,chr3,119853055,119853205
chr3,92774518,92774668,chr3,92785590,92785630
chr3,13949167,13949317,chr3,146319494,146319514
chr3,111128647,111128797,chr3,111129249,111129329
chr3,121935655,121935805,chr3,121936023,121936060
chr3,89116891,89116925,chr3,89116927,89117053
chr3,70472927,70473077,chr3,110870258,110870406
chr3,33800223,33800256,chr3,124114762,124114787
chr3,108167240,108167390,chr3,108290497,108290627
chr3,22991332,22991391,chr3,25402632,25402782
chr3,132744825,132744975,chr3,142252361,142252394
chr3,84205756,84205791,chr3,103397496,103397646
chr3,87770808,87770830,chr3,87795366,87795516
chr3,74605018,74605160,chr3,74605911,74606061
chr3,89415284,89415327,chr3,89647115,89647265
chr3,139828659,139828697,chr3,139829415,139829565
chr3,4361447,4361471,chr3,4361471,4361524
chr3,13400521,13400671,chr3,13675073,13675215
chr3,88495812,88495834,chr3,88505342,88505450
chr3,144019100,144019237,chr3,144019257,144019278
chr3,67192259,67192340,chr3,67221432,67221473
chr3,98063480,98063578,chr3,98079643,98079681
chr3,84225111,84225208,chr3,121342361,121342511
chr3,53970823,53970973,chr3,53971223,53971269
chr3,147836119,147836221,chr3,147855202,147855352
chr3,42808924,42809074,chr3,110521747,110521897
chr3,57406104,57406131,chr3,62931321,62931471
chr3,30792819,30792881,chr3,30929760,30929800
chr3,132084494,132084541,chr3,136828144,136828275
chr3,122577796,122577946,chr3,122589943,122590093
chr3,31864981,31865013,chr3,32090982,32091003
chr3,45182180,45182208,chr3,45182228,45182378
chr3,128756535,128756685,chr3,131521826,131521976
chr3,54713900,54714050,chr3,54717393,54717416
chr3,29704461,29704502,chr3,29706050,29706200
chr3,92031351,92031475,chr3,92032160,92032310
chr3,83849697,83849719,chr3,83861410,83861459
chr3,57816094,57816244,chr3,57820834,57820856
chr3,88621854,88621911,chr3,88642133,88642283
chr3,18428537,18428687,chr3,52835645,52835678
chr3,32594538,32594661,chr3,32596216,32596296
chr3,71303348,71303399,chr3,71304409,71304447
chr3,107605456,107605557,chr3,107605557,107605575
chr3,65774948,65775064,chr3,150113743,150113839
chr3,16378447,16378492,chr3,16874913,16874988
chr3,57051344,57051367,chr3,57057560,57057648
chr3,99149829,99149936,chr3,117598646,117598712
chr3,37297346,37297496,chr3,37399111,37399261
chr3,121329981,121330008,chr3,121330060,121330210
chr3,80144729,80144758,chr3,126971141,126971198
chr3,20117169,20117284,chr3,20117323,20117350
chr3,50553996,50554139,chr3,70255975,70256062
chr3,8906097,8906240,chr3,8950230,8950380
chr3,151729859,151730009,chr3,153398194,153398344
chr3,143728052,143728079,chr3,143732249,143732361
chr3,153844738,153844888,chr3,153845193,153845214
chr3,104658733,104658754,chr3,104659262,104659306
chr3,39285397,39285538,chr3,39285538,39285575
chr3,35678495,35678607,chr3,35763426,35763477
chr3,148558936,148558962,chr3,148580655,148580805
chr3,149114726,149114821,chr3,149175797,149175947
chr3,89180584,89180642,chr3,89195350,89195435
chr3,90754019,90754169,chr3,129034474,129034496
chr3,9267634,9267784,chr3,9270769,9270795
chr3,20650623,20650677,chr3,29075611,29075630
chr3,9407858,9408008,chr3,9449694,9449733
chr3,115758503,115758529,chr3,115784162,115784222
chr3,96220928,96220952,chr3,96221979,96222129
chr3,29830748,29830898,chr3,103082815,103082843
chr3,103634327,103634477,chr3,105608511,105608621
chr3,97000620,97000669,chr3,97060565,97060590
chr3,105772592,105772742,chr3,105951442,105951494
chr3,135731529,135731571,chr3,135731571,135731592
chr3,69828296,69828344,chr3,69830677,69830827
chr3,131144393,131144543,chr3,131146848,131146881
chr3,126549181,126549273,chr3,126549181,126549273
chr3,90222864,90223014,chr3,90255476,90255537
chr3,121680392,121680436,chr3,121682355,121682476
chr3,137863525,137863675,chr3,137884528,137884678
chr3,71311461,71311509,chr3,71311868,71311902
chr3,145481107,145481257,chr3,145526190,145526245
chr3,89773340,89773363,chr3,89773920,89773965
chr3,102366963,102366988,chr3,102381115,102381265
chr3,35034451,35034524,chr3,121054861,121054961
chr3,107750143,107750273,chr3,107750143,107750192
chr3,46480364,46480394,chr3,46876749,46876790
chr3,52685831,52685887,chr3,52844323,52844426
chr3,101162103,101162222,chr3,101162134,101162263
chr3,111222526,111222566,chr3,112020643,112020793
chr3,9695656,9695698,chr3,44634371,44634433
chr3,69010716,69010780,chr3,69523930,69524018
chr3,127510447,127510541,chr3,127518224,127518374
chr3,6517117,6517236,chr3,6517515,6517638
chr3,129366151,129366301,chr3,129375674,129375697
chr3,52047531,52047672,chr3,52082195,52082345
chr3,113106545,113106599,chr3,158706850,158706917
chr3,132399597,132399653,chr3,132399933,132400083
chr3,107290515,107290626,chr3,107291051,107291201
chr3,80676625,80676701,chr3,100906108,100906159
chr3,37274095,37274113,chr3,37414184,37414219
chr3,116906112,116906162,chr3,116953353,116953457
chr3,86850326,86850472,chr3,87332787,87332823
chr3,68053749,68053774,chr3,68141717,68141777
chr3,100102917,100102992,chr3,100113591,100113646
chr3,156560777,156560835,chr3,156601746,156601840
chr3,6453537,6453687,chr3,6506581,6506731
chr3,149410249,149410282,chr3,151578188,151578338
chr3,26916425,26916556,chr3,151246089,151246134
chr3,71940832,71940982,chr3,114896318,114896339
chr3,6988269,6988419,chr3,75674450,75674518
chr3,126698711,126698773,chr3,127002418,127002444
chr3,92047218,92047351,chr3,92047382,92047494
chr3,74719079,74719104,chr3,75311018,75311065
chr3,135327492,135327531,chr3,135327531,135327564
chr3,142382136,142382179,chr3,142449184,142449334
chr3,44923338,44923379,chr3,45402093,45402243
chr3,45802610,45802760,chr3,62655168,62655195
chr3,90230792,90230942,chr3,90458930,90459080
chr3,58837718,58837810,chr3,58838616,58838766
chr3,30419035,30419064,chr3,30419412,30419562
chr3,60151650,60151684,chr3,60152143,60152293
